Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
1893,VENTURA CANYON,AVE,,VENTURA CANYON AVENUE,562C3,PUBLIC STREET NAMES
7457,DE GARMO,AVE,,DE GARMO AVENUE,481G2,PUBLIC STREET NAMES
2192,THURSTON,CIR,,THURSTON CIRCLE,631H1,PUBLIC STREET NAMES
10933,CIRCLE,WAY,,CIRCLE WAY,702G5,PRIVATE STREET NAMES
7237,DONNA YNEZ,LANE,,DONNA YNEZ LANE,630G5,PUBLIC STREET NAMES
4514,MCLEOD,DR,,MCLEOD DRIVE,592J4,PUBLIC STREET NAMES
5343,LA CIENEGA,PL,,LA CIENEGA PLACE,633A7,PUBLIC STREET NAMES
8155,CASPAR,AVE,,CASPAR AVENUE,565A5,PUBLIC STREET NAMES
10017,SANDRA,LANE,,SANDRA LANE,481G4,PUBLIC STREET NAMES
3267,REMBERT,LANE,,REMBERT LANE,592F3,PUBLIC STREET NAMES
9547,WOLFE,WAY,,WOLFE WAY,560C4,PRIVATE STREET NAMES
2738,SEPULVEDA,ST,,SEPULVEDA STREET,824A4,PUBLIC STREET NAMES
6026,HASTINGS,WAY,,HASTINGS WAY,500J1,PUBLIC STREET NAMES
1549,WHITE OAK,AVE,,WHITE OAK AVENUE,501A1,PUBLIC STREET NAMES
4825,LUPIN,TER,,LUPIN TERRACE,595B6,PUBLIC STREET NAMES
1812,VIEWMONT,DR,,VIEWMONT DRIVE,592J4,PUBLIC STREET NAMES
3175,RIVERSIDE,DR,,RIVERSIDE DRIVE,594J7,PUBLIC STREET NAMES
4180,MULHOLLAND,WAY,,MULHOLLAND WAY,560A4,PUBLIC STREET NAMES
7932,CIRCLE,DR,,CIRCLE DRIVE,562A2,PUBLIC STREET NAMES
7497,DAWES,AVE,,DAWES AVENUE,672F5,PUBLIC STREET NAMES
3213,RIDGECREST,DR,,RIDGECREST DRIVE,592F5,PUBLIC STREET NAMES
1799,VIMY,ROAD,,VIMY ROAD,481A7,PUBLIC STREET NAMES
9754,EAGLE RIDGE,WAY,,EAGLE RIDGE WAY,480E6,PRIVATE STREET NAMES
3557,PICASSO,AVE,,PICASSO AVENUE,560A6,PUBLIC STREET NAMES
5426,KINGS,ROAD,,KINGS ROAD,592J4,PUBLIC STREET NAMES
6928,ELMER,AVE,,ELMER AVENUE,532J3,PUBLIC STREET NAMES
3362,RADIUM,DR,,RADIUM DRIVE,595C7,PUBLIC STREET NAMES
7601,CROSSON,DR,,CROSSON DRIVE,559E1,PUBLIC STREET NAMES
77,WHITE,ST,,WHITE STREET,NA,PRIVATE STREET NAMES
1847,VIA FLORESTA,,,VIA FLORESTA,630H3,PUBLIC STREET NAMES
2726,SEVERO,PL,,SEVERO PLACE,561D7,PUBLIC STREET NAMES
7579,CUMBRE,DR,,CUMBRE DRIVE,823H6,PUBLIC STREET NAMES
4091,NEWELL,ST,,NEWELL STREET,594F4,PUBLIC STREET NAMES
2284,TARA,DR,,TARA DRIVE,561D4,PUBLIC STREET NAMES
8764,BEVERLY GLEN,CIR,,BEVERLY GLEN CIRCLE,592A1,PUBLIC STREET NAMES
8620,BORLAND,ROAD,,BORLAND ROAD,635F1,PUBLIC STREET NAMES
3361,RADWIN,AVE,,RADWIN AVENUE,503D3,PUBLIC STREET NAMES
4141,NAPOLI,DR,,NAPOLI DRIVE,631D4,PUBLIC STREET NAMES
2329,SURFVIEW,DR,,SURFVIEW DRIVE,630E5,PUBLIC STREET NAMES
3018,ROY,ST,,ROY STREET,595D1,PUBLIC STREET NAMES
9571,MITCHELL,PL,,MITCHELL PLACE,44B4,PRIVATE STREET NAMES
3607,PEERLESS,PL,,PEERLESS PLACE,632F4,PUBLIC STREET NAMES
4528,MCGROARTY,TER,,MCGROARTY TERRACE,503J4,PUBLIC STREET NAMES
1109,29TH,ST,,29TH STREET,674E2,PUBLIC STREET NAMES
2645,SHIRLEY,LANE,,SHIRLEY LANE,595F2,PUBLIC STREET NAMES
7348,DEVONSHIRE,ST,,DEVONSHIRE STREET,502A4,PUBLIC STREET NAMES
6914,ELON,AVE,,ELON AVENUE,502B5,PUBLIC STREET NAMES
6081,HANEY,PL,,HANEY PLACE,631D4,PUBLIC STREET NAMES
1071,43RD,PL,,43RD PLACE,674F3,PUBLIC STREET NAMES
2515,SPROUL,AVE,,SPROUL AVENUE,632D7,PUBLIC STREET NAMES
10591,OXFORD,LANE,,OXFORD LANE,480D6,PRIVATE ROADWAY NAMES
9236,APPERSON,ST,,APPERSON STREET,504A4,PUBLIC STREET NAMES
6368,GLENALBYN,PL,,GLENALBYN PLACE,595A4,PUBLIC STREET NAMES
4443,MERCHANT,ST,,MERCHANT STREET,634G6,PUBLIC STREET NAMES
10117,NORTH ZOO,DR,,NORTH ZOO DRIVE,564B4,PUBLIC STREET NAMES
5159,LAWLEN,WAY,,LAWLEN WAY,592E5,PUBLIC STREET NAMES
9845,COURTYARD,PL,,COURTYARD PLACE,633C3,PRIVATE STREET NAMES
4591,MATHEWS,ST,,MATHEWS STREET,635B5,PUBLIC STREET NAMES
4834,LUGO,ST,,LUGO STREET,675A1,PUBLIC STREET NAMES
10170,BUCKEYE MEADOW,LANE,,BUCKEYE MEADOW LANE,500E1,PRIVATE STREET NAMES
9311,AMES,ST,,AMES STREET,594B3,PUBLIC STREET NAMES
7013,EL ABACA,PL,,EL ABACA PLACE,560H4,PUBLIC STREET NAMES
7543,DAHLIA,DR,,DAHLIA DRIVE,565B5,PUBLIC STREET NAMES
1032,65TH,PL,,65TH PLACE,674A7,PUBLIC STREET NAMES
5619,JAMIESON,AVE,,JAMIESON AVENUE,561A1,PUBLIC STREET NAMES
5791,HONEYWOOD,ROAD,,HONEYWOOD ROAD,631E1,PUBLIC STREET NAMES
8401,BURWOOD,AVE,,BURWOOD AVENUE,565C7,PUBLIC STREET NAMES
9278,ANDORA,AVE,,ANDORA AVENUE,499J4,PUBLIC STREET NAMES
8382,CABORA,WALK,,CABORA WALK,702B2,PUBLIC STREET NAMES
8708,BLAKESLEE,AVE,,BLAKESLEE AVENUE,563A2,PUBLIC STREET NAMES
5577,JIMENO,AVE,,JIMENO AVENUE,481C4,PUBLIC STREET NAMES
8958,BARRINGTON,AVE,,BARRINGTON AVENUE,631G2,PUBLIC STREET NAMES
2654,SHERWOOD FOREST,LANE,,SHERWOOD FOREST LANE,592F2,PUBLIC STREET NAMES
4795,MACNEIL,ST,,MACNEIL STREET,482D5,PUBLIC STREET NAMES
5688,INGRES,AVE,,INGRES AVENUE,481C4,PUBLIC STREET NAMES
4008,NORWAY,LANE,,NORWAY LANE,631G1,PUBLIC STREET NAMES
5868,HILLSDALE,DR,,HILLSDALE DRIVE,595E6,PUBLIC STREET NAMES
10760,WATERFALL,LANE,,WATERFALL LANE,502D6,PRIVATE ROADWAY NAMES
6752,FAIRFAX,AVE,,FAIRFAX AVENUE,593B4,PUBLIC STREET NAMES
7520,DANZA,ST,,DANZA STREET,560C4,PUBLIC STREET NAMES
5912,HIGHLAND GORGE,TR,,HIGHLAND GORGE TRAIL,NA,PUBLIC STREET NAMES
9274,ANDRITA,ST,,ANDRITA STREET,594F2,PUBLIC STREET NAMES
494,LAKE CREST,LANE,,LAKE CREST LANE,NA,PRIVATE STREET NAMES
7382,DENNY,AVE,,DENNY AVENUE,533A4,PUBLIC STREET NAMES
9102,ATWOOD,WALK,,ATWOOD WALK,635C3,PUBLIC STREET NAMES
2763,SEDAN,AVE,,SEDAN AVENUE,529G2,PUBLIC STREET NAMES
9751,CRYSTAL HILLS,DR,,CRYSTAL HILLS DRIVE,480E6,PRIVATE STREET NAMES
9526,ABRIGO,AVE,,ABRIGO AVENUE,595B7,PUBLIC STREET NAMES
6766,EXPOSITION,BLVD,,EXPOSITION BOULEVARD,674B1,PUBLIC STREET NAMES
3514,PLAY GROUND,ST,,PLAY GROUND STREET,635C2,PUBLIC STREET NAMES
8585,BRAEBURN,WAY,,BRAEBURN WAY,594B2,PUBLIC STREET NAMES
6476,GARDEN HOMES,AVE,,GARDEN HOMES AVENUE,595F5,PUBLIC STREET NAMES
9788,COLGATE,AVE,,COLGATE AVENUE,633B2,PUBLIC STREET NAMES
4410,MIAMI,WAY,,MIAMI WAY,630J5,PUBLIC STREET NAMES
8748,BIG BEND,AVE,,BIG BEND AVENUE,503G2,PUBLIC STREET NAMES
8680,BLUEGRASS,WAY,,BLUEGRASS WAY,631F1,PUBLIC STREET NAMES
7687,COUNTRY CLUB,DR,,COUNTRY CLUB DRIVE,633F4,PUBLIC STREET NAMES
2422,STRELNA,PL,,STRELNA PLACE,560D4,PUBLIC STREET NAMES
1945,VANALDEN,AVE,,VANALDEN AVENUE,560G1,PUBLIC STREET NAMES
9147,ARTESIAN,ST,,ARTESIAN STREET,594J7,PUBLIC STREET NAMES
8683,BLUEBIRD,AVE,,BLUEBIRD AVENUE,592G5,PUBLIC STREET NAMES
10968,MORNINGSTAR,LANE,,MORNINGSTAR LANE,530B1,PRIVATE STREET NAMES
4219,MOSHER,AVE,,MOSHER AVENUE,595B5,PUBLIC STREET NAMES
1019,75TH,PL,,75TH PLACE,702H1,PUBLIC STREET NAMES
596,FORMAN,LANE,,FORMAN LANE,563C3,PRIVATE STREET NAMES
8458,BRUSHTON,ST,,BRUSHTON STREET,673A2,PUBLIC STREET NAMES
7986,CHELAN,DR,,CHELAN DRIVE,593C2,PUBLIC STREET NAMES
6356,GLENCREST,DR,,GLENCREST DRIVE,482C7,PUBLIC STREET NAMES
7489,DEARBORN,ST,,DEARBORN STREET,502A7,PUBLIC STREET NAMES
254,SCOTT,WAY,,SCOTT WAY,533D3,PRIVATE STREET NAMES
1084,38TH,PL,,38TH PLACE,673J2,PUBLIC STREET NAMES
10325,VIA CELLINI,,,VIA CELLINI,481D6,PRIVATE STREET NAMES
4026,NORTHFORD,DR,,NORTHFORD DRIVE,504B6,PUBLIC STREET NAMES
9187,ARGOSY,WAY,,ARGOSY WAY,593G2,PUBLIC STREET NAMES
4927,LONGFELLOW,ST,,LONGFELLOW STREET,595C3,PUBLIC STREET NAMES
2457,STOCKER,PZ,,STOCKER PLAZA,673F3,PUBLIC STREET NAMES
1983,VALENTINE,ST,,VALENTINE STREET,594F5,PUBLIC STREET NAMES
10058,VARA,PL,,VARA PLACE,480J6,PUBLIC STREET NAMES
634,E,CT,,E COURT,NA,PRIVATE STREET NAMES
4362,MIMOSA,DR,,MIMOSA DRIVE,594H2,PUBLIC STREET NAMES
8292,CAMPO,ROAD,,CAMPO ROAD,560B2,PUBLIC STREET NAMES
642,DRAKE,LANE,,DRAKE LANE,592D1,PRIVATE STREET NAMES
9973,LANCELOT,LANE,,LANCELOT LANE,591G3,PRIVATE STREET NAMES
2006,UNIVERSITY,AVE,,UNIVERSITY AVENUE,634B7,PUBLIC STREET NAMES
9784,FALCON RIDGE,WAY,,FALCON RIDGE WAY,480E6,PRIVATE STREET NAMES
7037,EDGEWATER,TER,,EDGEWATER TERRACE,594D4,PUBLIC STREET NAMES
81,WEST OBSERVATORY,DR,,WEST OBSERVATORY DRIVE,NA,PRIVATE STREET NAMES
4946,LOMA VISTA,PL,,LOMA VISTA PLACE,594E5,PUBLIC STREET NAMES
4368,MILTON,CT,,MILTON COURT,595A3,PUBLIC STREET NAMES
8928,BAXTER,ST,,BAXTER STREET,594E5,PUBLIC STREET NAMES
4192,MT ROYAL,DR,,MT ROYAL DRIVE,565B5,PUBLIC STREET NAMES
2716,SHADOWLAWN,AVE,,SHADOWLAWN AVENUE,594D3,PUBLIC STREET NAMES
2465,STEVEN,DR,,STEVEN DRIVE,561F7,PUBLIC STREET NAMES
9077,AVENIDA PUERTO VALLARTA,,,AVENIDA PUERTO VALLARTA,561A5,PUBLIC STREET NAMES
8132,CASTLEMAN,AVE,,CASTLEMAN AVENUE,595E7,PUBLIC STREET NAMES
8120,CATENIA,PL,,CATENIA PLACE,481D6,PUBLIC STREET NAMES
4771,MAHONEY,DR,,MAHONEY DRIVE,503B3,PUBLIC STREET NAMES
3742,PALMETTO,ST,,PALMETTO STREET,634H5,PUBLIC STREET NAMES
5463,KETCH,ST,,KETCH STREET,NA,PEDESTRIAN MALL NAMES
9269,ANGELINA,ST,,ANGELINA STREET,634E2,PUBLIC STREET NAMES
836,255TH,ST,,255TH STREET,794B4,PUBLIC STREET NAMES
5460,KEW,DR,,KEW DRIVE,592J3,PUBLIC STREET NAMES
199,SUNSET PLAZA,DR,,SUNSET PLAZA DRIVE,592H4,PRIVATE STREET NAMES
3853,ORCHARD,AVE,,ORCHARD AVENUE,634A4,PUBLIC STREET NAMES
1082,38TH,ST,,38TH STREET,854C2,PUBLIC STREET NAMES
6314,GLESS,ST,,GLESS STREET,634J4,PUBLIC STREET NAMES
3045,ROSSITER,PL,,ROSSITER PLACE,481J5,PUBLIC STREET NAMES
3123,RODEO,LANE,,RODEO LANE,673H7,PUBLIC STREET NAMES
5329,LADRILLO,ST,,LADRILLO STREET,559F2,PUBLIC STREET NAMES
10862,TAMARACK,CT,,TAMARACK COURT,501H6,PRIVATE ROADWAY NAMES
145,VIA MILANO,,,VIA MILANO,533D3,PRIVATE STREET NAMES
1202,9TH HELENA,DR,,9TH HELENA DRIVE,631G4,PUBLIC STREET NAMES
184,TOPAZ,ST,,TOPAZ STREET,595D6,PRIVATE STREET NAMES
1121,27TH,PL,,27TH PLACE,853J1,PUBLIC STREET NAMES
1770,VISTA,ST,,VISTA STREET,593C4,PUBLIC STREET NAMES
3722,PAMPAS RICAS,BLVD,,PAMPAS RICAS BOULEVARD,631B6,PUBLIC STREET NAMES
8414,BURNELL,DR,,BURNELL DRIVE,594H4,PUBLIC STREET NAMES
2147,TONY,AVE,,TONY AVENUE,529E6,PUBLIC STREET NAMES
411,MORRIS,AVE,,MORRIS AVENUE,79C1,PRIVATE STREET NAMES
6687,FERNCLIFF,CT,,FERNCLIFF COURT,NA,PUBLIC STREET NAMES
316,"PIER ""A""",PL,,"PIER ""A"" PLACE",824D2,PRIVATE STREET NAMES
1447,WOLCOTT,PL,,WOLCOTT PLACE,501J2,PUBLIC STREET NAMES
7036,EDGEWOOD,PL,,EDGEWOOD PLACE,633C3,PUBLIC STREET NAMES
10071,AGAPANTHUS,PL,,AGAPANTHUS PLACE,559J1,PRIVATE ROADWAY NAMES
608,FALCON,ST,,FALCON STREET,824E3,PRIVATE STREET NAMES
102,WANDA PARK,DR,,WANDA PARK DRIVE,592C3,PRIVATE STREET NAMES
577,GLENRIDGE,DR,,GLENRIDGE DRIVE,22F5,PRIVATE STREET NAMES
9736,TULSA,ST,,TULSA STREET,501G2,UNOFFICIAL PRIVATE STREET NAMES
1456,WISCONSIN,PL,,WISCONSIN PLACE,674A2,PUBLIC STREET NAMES
55,WYNWOOD,LANE,,WYNWOOD LANE,675B1,PRIVATE STREET NAMES
7789,COMERCIO,WAY,,COMERCIO WAY,560B3,PUBLIC STREET NAMES
8092,CEDARVALE,ROAD,,CEDARVALE ROAD,504A5,PUBLIC STREET NAMES
4236,MORENO,DR,,MORENO DRIVE,632E2,PUBLIC STREET NAMES
10606,GHIBERTI,WAY,,GHIBERTI WAY,500D1,PRIVATE ROADWAY NAMES
10659,KENS,WAY,,KENS WAY,592G4,PUBLIC STREET NAMES
5047,LIMESTONE,PL,,LIMESTONE PLACE,561J6,PUBLIC STREET NAMES
6576,FORTUNE,PL,,FORTUNE PLACE,595F1,PUBLIC STREET NAMES
7142,DUNAS,LANE,,DUNAS LANE,561A4,PUBLIC STREET NAMES
2929,SALEM,DR,,SALEM DRIVE,481C6,PUBLIC STREET NAMES
8828,BENJAMIN,AVE,,BENJAMIN AVENUE,703A2,PUBLIC STREET NAMES
267,ST FRANCIS,TER,,ST FRANCIS TERRACE,593E4,PRIVATE STREET NAMES
8757,BEVERLY RIDGE,DR,,BEVERLY RIDGE DRIVE,562A6,PUBLIC STREET NAMES
7254,DON DIABLO,DR,,DON DIABLO DRIVE,673D3,PUBLIC STREET NAMES
8838,BENARES,PL,,BENARES PLACE,533C2,PUBLIC STREET NAMES
9043,BABBITT,AVE,,BABBITT AVENUE,561C1,PUBLIC STREET NAMES
3984,OAKCLIFF,TR,,OAKCLIFF TRAIL,NA,PUBLIC STREET NAMES
2374,SUNNY BRAE,AVE,,SUNNY BRAE AVENUE,530D3,PUBLIC STREET NAMES
5294,LAKE VISTA,DR,,LAKE VISTA DRIVE,561A6,PUBLIC STREET NAMES
9286,ANCHOR,AVE,,ANCHOR AVENUE,632G6,PUBLIC STREET NAMES
5380,KNOWLTON,ST,,KNOWLTON STREET,673A7,PUBLIC STREET NAMES
413,MORAGA,TER,,MORAGA TERRACE,32C5,PRIVATE STREET NAMES
4042,NORDICA,DR,,NORDICA DRIVE,594J2,PUBLIC STREET NAMES
7518,DARBY,PL,,DARBY PLACE,530J3,PUBLIC STREET NAMES
8710,BLAIRWOOD,DR,,BLAIRWOOD DRIVE,562D6,PUBLIC STREET NAMES
2056,TUJUNGA CANYON,PL,,TUJUNGA CANYON PLACE,504C5,PUBLIC STREET NAMES
10207,WOOD RANCH,ROAD,,WOOD RANCH ROAD,481A6,PUBLIC STREET NAMES
2397,SUMMITRIDGE,PL,,SUMMITRIDGE PLACE,592D5,PUBLIC STREET NAMES
2479,STATLER,ST,,STATLER STREET,824A1,PUBLIC STREET NAMES
7077,EASTLAKE,AVE,,EASTLAKE AVENUE,595B7,PUBLIC STREET NAMES
6654,FIREBRAND,ST,,FIREBRAND STREET,702F1,PUBLIC STREET NAMES
393,NOBLE,AVE,,NOBLE AVENUE,531H4,PRIVATE STREET NAMES
2665,SHERMAN,PL,,SHERMAN PLACE,533A4,PUBLIC STREET NAMES
5130,LEEDS,AVE,,LEEDS AVENUE,794H5,PUBLIC STREET NAMES
8325,CALMAR,CT,,CALMAR COURT,632D3,PUBLIC STREET NAMES
1688,WASHINGTON,PL,,WASHINGTON PLACE,672D4,PUBLIC STREET NAMES
6018,HAVANA,AVE,,HAVANA AVENUE,481J6,PUBLIC STREET NAMES
10708,WHITAKER,AVE,,WHITAKER AVENUE,531D4,PRIVATE STREET NAMES
8138,CASTLEBAY,LANE,,CASTLEBAY LANE,480G6,PUBLIC STREET NAMES
9749,BOUQUET,DR,,BOUQUET DRIVE,529F5,PRIVATE ROADWAY NAMES
10645,NORTHWIND,LANE,,NORTHWIND LANE,501H6,PRIVATE ROADWAY NAMES
2097,TREGO,ST,,TREGO STREET,482C1,PUBLIC STREET NAMES
2613,SIGSBEE,AVE,,SIGSBEE AVENUE,794H6,PUBLIC STREET NAMES
8868,BELLA,DR,,BELLA DRIVE,592C5,PUBLIC STREET NAMES
1855,VIA COLINA,,,VIA COLINA,595D4,PUBLIC STREET NAMES
1258,AVENUE 61,,,AVENUE 61,595C2,PUBLIC STREET NAMES
6509,GABLE,DR,,GABLE DRIVE,561A4,PUBLIC STREET NAMES
6078,HANLEY,PL,,HANLEY PLACE,631F2,PUBLIC STREET NAMES
489,LANIGAN,AVE,,LANIGAN AVENUE,503B7,PRIVATE STREET NAMES
4635,MARQUEZ,PL,,MARQUEZ PLACE,630H6,PUBLIC STREET NAMES
2850,SANTA CLARA,ST,,SANTA CLARA STREET,674H1,PUBLIC STREET NAMES
1578,WEST VIEW,ST,,WEST VIEW STREET,633D6,PUBLIC STREET NAMES
1106,30TH,PL,,30TH PLACE,634A7,PUBLIC STREET NAMES
1355,YELLOWSTONE,ST,,YELLOWSTONE STREET,635D1,PUBLIC STREET NAMES
6857,ENCINO HILLS,DR,,ENCINO HILLS DRIVE,561D7,PUBLIC STREET NAMES
2213,THELMA,AVE,,THELMA AVENUE,595E6,PUBLIC STREET NAMES
5575,JOFFRE,ST,,JOFFRE STREET,631H2,PUBLIC STREET NAMES
9662,DICHA,,,DICHA,823G7,UNOFFICIAL PRIVATE STREET NAMES
42,30TH,ST,,30TH STREET,674E2,PRIVATE STREET NAMES
7104,EADS,ST,,EADS STREET,594G5,PUBLIC STREET NAMES
4161,MYRA,TR,,MYRA TRAIL,593A3,PUBLIC STREET NAMES
7468,DEERING,AVE,,DEERING AVENUE,500B3,PUBLIC STREET NAMES
414,MORAGA,LANE,,MORAGA LANE,591H6,PRIVATE STREET NAMES
1599,WESTLAWN,AVE,,WESTLAWN AVENUE,672D5,PUBLIC STREET NAMES
463,LIVINGSTON,WAY,,LIVINGSTON WAY,593A4,PRIVATE STREET NAMES
2485,STARLIGHT,DR,,STARLIGHT DRIVE,560G3,PUBLIC STREET NAMES
2558,SOMERSET,DR,,SOMERSET DRIVE,633E7,PUBLIC STREET NAMES
6996,EL CERCO,PL,,EL CERCO PLACE,631A6,PUBLIC STREET NAMES
6493,GALEWOOD,WALK,,GALEWOOD WALK,562D5,PUBLIC STREET NAMES
4358,MINDORA,AVE,,MINDORA AVENUE,482D2,PUBLIC STREET NAMES
7368,DE SANTIS,AVE,,DE SANTIS AVENUE,481G5,PUBLIC STREET NAMES
2801,SCARBORO,ST,,SCARBORO STREET,594H4,PUBLIC STREET NAMES
6974,ELECTRONICS,PL,,ELECTRONICS PLACE,564C5,PUBLIC STREET NAMES
3317,RAWLINGS,AVE,,RAWLINGS AVENUE,705F6,PUBLIC STREET NAMES
2423,STRAWBERRY,PL,,STRAWBERRY PLACE,561C6,PUBLIC STREET NAMES
8701,BLAUVELT,PL,,BLAUVELT PLACE,531A1,PUBLIC STREET NAMES
5746,HUNTINGTON,DR,SOUTH,HUNTINGTON DRIVE SOUTH,595G5,PUBLIC STREET NAMES
9221,ARAMA,AVE,,ARAMA AVENUE,504A6,PUBLIC STREET NAMES
827,264TH,ST,,264TH STREET,794A6,PUBLIC STREET NAMES
5510,KEITH,ST,,KEITH STREET,635B1,PUBLIC STREET NAMES
1912,VEDANTA,PL,,VEDANTA PLACE,593F3,PUBLIC STREET NAMES
2034,TUXFORD,PL,,TUXFORD PLACE,503A7,PUBLIC STREET NAMES
1736,WADSWORTH,AVE,,WADSWORTH AVENUE,674E2,PUBLIC STREET NAMES
588,FULTON,CT,,FULTON COURT,562D2,PRIVATE STREET NAMES
9123,ASILOMAR,BLVD,,ASILOMAR BOULEVARD,630J6,PUBLIC STREET NAMES
6897,ELSINORE,ST,,ELSINORE STREET,594D7,PUBLIC STREET NAMES
953,114TH,ST,,114TH STREET,704H6,PUBLIC STREET NAMES
1432,WOODBURN,DR,,WOODBURN DRIVE,631H2,PUBLIC STREET NAMES
3326,RAPALLO,PL,,RAPALLO PLACE,823H5,PUBLIC STREET NAMES
5301,LAKE SHORE,AVE,,LAKE SHORE AVENUE,594E5,PUBLIC STREET NAMES
5353,LA CALANDRIA,WAY,,LA CALANDRIA WAY,595E7,PUBLIC STREET NAMES
3902,OLCOTT,ST,,OLCOTT STREET,504B4,PUBLIC STREET NAMES
5916,HIGHLAND,DR,,HIGHLAND DRIVE,633D6,PUBLIC STREET NAMES
10222,GARBER,ST,,GARBER STREET,502C5,PRIVATE STREET NAMES
6505,GAGER,ST,,GAGER STREET,482G7,PUBLIC STREET NAMES
7003,EL CAMINO,,,EL CAMINO,632G3,PUBLIC STREET NAMES
246,SHADOW CANYON,ROAD,,SHADOW CANYON ROAD,591D7,PRIVATE STREET NAMES
2604,SILVER RIDGE,AVE,,SILVER RIDGE AVENUE,594E3,PUBLIC STREET NAMES
6487,GALVEZ,ST,,GALVEZ STREET,560A3,PUBLIC STREET NAMES
6693,FENWOOD,AVE,,FENWOOD AVENUE,559G1,PUBLIC STREET NAMES
3840,ORLON,AVE,,ORLON AVENUE,630J4,PUBLIC STREET NAMES
1111,29TH,PL,,29TH PLACE,854A1,PUBLIC STREET NAMES
2827,SARAZEN,PL,,SARAZEN PLACE,481D6,PUBLIC STREET NAMES
6329,GLENOAKS,BLVD,,GLENOAKS BOULEVARD,482B5,PUBLIC STREET NAMES
2755,SELMA,DR,,SELMA DRIVE,593A4,PUBLIC STREET NAMES
809,ANDREA,CIR,NORTH,ANDREA CIRCLE NORTH,500J4,PRIVATE STREET NAMES
5280,LAMONT,DR,,LAMONT DRIVE,595D2,PUBLIC STREET NAMES
3646,PASSMORE,DR,,PASSMORE DRIVE,563C7,PUBLIC STREET NAMES
1230,4TH ANITA,DR,,4TH ANITA DRIVE,631F4,PUBLIC STREET NAMES
4908,LORD,ST,,LORD STRET,635A3,PUBLIC STREET NAMES
4027,NORTHFIELD,ST,,NORTHFIELD STREET,630J5,PUBLIC STREET NAMES
9375,ALONDRA,BLVD,,ALONDRA BOULEVARD,735F5,PUBLIC STREET NAMES
5549,JUDD,ST,,JUDD STREET,482F7,PUBLIC STREET NAMES
6312,GLIDDEN,DR,,GLIDDEN DRIVE,595F4,PUBLIC STREET NAMES
9408,ALLA,ROAD,,ALLA ROAD,672B5,PUBLIC STREET NAMES
1684,WATERBURY,ST,,WATERBURY STREET,559H5,PUBLIC STREET NAMES
6108,HALLIDAY,AVE,,HALLIDAY AVENUE,631G1,PUBLIC STREET NAMES
1096,34TH,ST,,34TH STREET,674F2,PUBLIC STREET NAMES
7710,CORONADO,TER,,CORONADO TERRACE,594D7,PUBLIC STREET NAMES
7272,DONA LOLA,DR,,DONA LOLA DRIVE,562J7,PUBLIC STREET NAMES
7233,DON PORFIRIO,PL,,DON PORFIRIO PLACE,673C4,PUBLIC STREET NAMES
5261,LANSDOWNE,AVE,,LANSDOWNE AVENUE,635F1,PUBLIC STREET NAMES
10419,BRISA,WAY,,BRISA WAY,NA,PUBLIC STREET NAMES
1011,79TH,PL,,79TH PLACE,702G1,PUBLIC STREET NAMES
723,CANYON,DR,,CANYON DRIVE,593G1,PRIVATE STREET NAMES
9658,CRESTVIEW,LANE,,CRESTVIEW LANE,481G7,UNOFFICIAL PRIVATE STREET NAMES
62,WORKMAN,ROAD,,WORKMAN ROAD,481J1,PRIVATE STREET NAMES
3704,PARK,CT,,PARK COURT,671G5,PUBLIC STREET NAMES
9026,BAKMAN,AVE,,BAKMAN AVENUE,562J5,PUBLIC STREET NAMES
7312,DOBLE,AVE,,DOBLE AVENUE,794B4,PUBLIC STREET NAMES
10739,FLUFFY DUCKLING,LANE,,FLUFFY DUCKLING LANE,530E3,PRIVATE STREET NAMES
8286,CANAL,CT,,CANAL COURT,671J7,PUBLIC STREET NAMES
5614,JANETTA,WAY,,JANETTA WAY,503A4,PUBLIC STREET NAMES
9697,MUSTANG,,,MUSTANG,481G1,UNOFFICIAL PRIVATE STREET NAMES
6486,GAMBIER,ST,,GAMBIER STREET,595E7,PUBLIC STREET NAMES
8489,BRONTE,PL,,BRONTE PLACE,481B4,PUBLIC STREET NAMES
10551,CHANTECLAIR,CT,,CHANTECLAIR COURT,503J2,PRIVATE STREET NAMES
6526,FRUITLAND,DR,,FRUITLAND DRIVE,563A6,PUBLIC STREET NAMES
810,ANCHORAGE,ROAD,,ANCHORAGE ROAD,824G1,PRIVATE STREET NAMES
3724,PALO VISTA,DR,,PALO VISTA DRIVE,593B1,PUBLIC STREET NAMES
10856,OAK,ROAD,,OAK ROAD,481J4,PRIVATE ROADWAY NAMES
1633,WELLWORTH,AVE,,WELLWORTH AVENUE,632B3,PUBLIC STREET NAMES
6540,FRENCH,AVE,,FRENCH AVENUE,595A6,PUBLIC STREET NAMES
7060,ECHANDIA,ST,,ECHANDIA STREET,634J4,PUBLIC STREET NAMES
9009,BAMBI,PL,,BAMBI PLACE,481C6,PUBLIC STREET NAMES
9825,GEORGIA,LANE,,GEORGIA LANE,530G4,PRIVATE STREET NAMES
3382,QUEENSBURY,DR,,QUEENSBURY DRIVE,632F6,PUBLIC STREET NAMES
4772,MAHOGANY,TR,,MAHOGANY TRAIL,504C4,PUBLIC STREET NAMES
2927,SALIENT,DR,,SALIENT DRIVE,595B2,PUBLIC STREET NAMES
